months reported,state,county ID,agency,population,violent,property,murder,rape,robbery,assault,burglary,larceny theft,motor vehicle theft,arson
12,GA,14501,THOMASTON,966,4,436,0,5,9,26,56,37,1,0
12,GA,14500,UPSON,17464,61,344,0,0,7,54,69,25,25,0
12,GA,02301,FORT OGLETHORPE,253,1,2,0,0,0,1,1,19,0,0
12,GA,14601,LAFAYETTE,762,14,355,0,1,2,11,57,291,7,1
12,GA,14602,ROSSVILLE,452,352,3348,8,0,243,11,688,2273,387,0
12,GA,14603,LOOKOUT MOUNTAIN,1589,0,11,0,0,0,0,3,7,1,0
12,GA,14604,CHICKAMAUGA,3135,3,275,0,1,0,2,73,19,12,0
12,GA,14600,WALKER,52153,187,195,3,8,21,155,329,766,0,5
12,GA,14701,MONROE,13511,216,2244,5,9,71,131,535,1615,94,0
12,GA,14702,LOGANVILLE,8236,6,183,0,1,1,4,22,153,8,0
12,GA,14703,SOCIAL CIRCLE,434,27,112,0,0,2,25,38,71,3,0
12,GA,14700,WALTON,646,67,735,1,5,6,55,186,479,7,1
12,GA,14801,WAYCROSS,1414,66,16,1,5,27,33,13,859,17,3
12,GA,14800,WARE,21522,14,673,1,6,7,9,128,524,21,5
04,GA,14901,WARRENTON,1832,4,21,0,0,0,4,2,18,1,0
12,GA,14900,WARREN,3687,8,63,0,0,0,8,14,39,1,0
12,GA,15001,SANDERSVILLE,5822,38,33,0,4,12,22,39,255,9,0
12,GA,15002,TENNILLE,1619,7,59,0,0,2,5,19,38,2,0
12,GA,15003,DAVISBORO,1748,0,2,0,0,0,0,0,1,1,0
12,GA,15004,HARRISON,477,0,0,0,0,0,0,0,0,0,0
12,GA,15000,WASHINGTON,1715,16,141,0,3,2,11,46,81,14,0
12,GA,15006,WASHINGTON CO BD,0,0,0,0,0,0,0,0,0,0,0
12,GA,15101,JESUP,1323,77,782,0,8,13,56,98,673,11,0
12,GA,15102,SCREVEN,772,1,19,0,0,0,1,3,14,2,0
12,GA,15100,WAYNE,1969,7,788,1,3,6,6,257,54,27,0
12,GA,15200,WEBSTER,2714,6,8,0,0,2,4,5,2,1,0
11,GA,13402,HELENA,2,0,0,0,0,0,0,0,0,0,0
02,GA,15301,ALAMO,3445,0,5,0,0,0,0,0,5,0,0
12,GA,15302,GLENWOOD,73,1,0,0,0,1,0,0,0,0,0
12,GA,15300,WHEELER,3798,1,44,0,0,1,0,9,34,1,0
12,GA,15401,CLEVELAND,3741,13,232,0,1,1,11,29,197,6,0
12,GA,15402,HELEN,529,8,78,0,0,0,8,18,58,2,0
12,GA,15400,WHITE,23758,22,425,0,6,0,16,159,242,24,0
12,GA,15501,DALTON,33464,9,1242,3,14,15,58,23,979,6,6
12,GA,15502,TUNNEL HILL,861,2,14,0,0,0,2,1,13,0,0
12,GA,15505,DALTON STATE COLLEG,0,0,4,0,0,0,0,1,3,0,0
12,GA,15500,WHITFIELD,66563,126,177,1,17,8,1,519,179,19,12
12,GA,15601,ABBEVILLE,2869,7,17,0,3,1,3,6,11,0,0
12,GA,15602,ROCHELLE,1114,2,35,0,0,2,0,9,26,0,0
12,GA,15600,WILCOX,4439,15,5,1,3,0,11,4,1,0,0
05,GA,15701,WASHINGTON,42,16,51,0,0,2,14,13,38,0,0
12,GA,15702,TIGNALL,517,0,0,0,0,0,0,0,0,0,0
12,GA,15700,WILKES,5389,12,26,0,0,0,12,12,14,0,0
12,GA,15801,GORDON,217,0,12,0,0,0,0,0,12,0,0
12,GA,15803,MCINTYRE,643,2,19,0,0,0,2,5,12,2,0
12,GA,15804,TOOMSBORO,456,0,0,0,0,0,0,0,0,0,0
12,GA,15800,WILKINSON,4792,11,55,0,1,0,1,23,3,2,0
12,GA,15901,SYLVESTER,628,37,212,0,0,9,28,14,14,4,0
12,GA,15902,POULAN,829,2,23,0,1,0,1,9,14,0,0
12,GA,15903,WARWICK,414,5,17,0,0,0,5,7,8,2,0
12,GA,15900,WORTH,13825,28,271,0,2,2,24,86,177,8,0
11,ID,00303,FORT HALL TRIBAL,0,66,23,2,19,0,45,1,8,5,4
12,ID,00101,BOISE,21626,624,4513,4,12,56,444,693,3628,192,46
12,ID,00102,GARDEN CITY,11332,71,435,0,9,3,59,56,356,23,4
12,ID,00103,MERIDIAN,85733,76,1232,2,24,1,49,194,17,31,12
12,ID,00100,ADA,112129,192,846,0,71,2,119,191,62,35,14
12,ID,00200,ADAMS,3824,5,19,0,0,0,5,0,17,2,0
12,ID,00302,POCATELLO,54346,14,1219,0,16,4,12,269,878,72,5
12,ID,00301,CHUBBUCK,14159,4,666,0,7,5,28,52,598,16,2
12,ID,00300,BANNOCK,1541,7,59,0,0,0,7,15,4,4,0
12,ID,00401,MONTPELIER,2532,9,48,0,1,0,8,6,41,1,0
12,ID,00400,BEAR LAKE,3447,7,39,0,2,0,5,7,3,2,0
12,ID,00501,ST. MARIES,2317,9,26,0,2,0,7,4,2,2,0
12,ID,00500,BENEWAH,6732,16,9,2,0,1,13,24,61,5,1
12,ID,00601,ABERDEEN,1944,1,12,0,0,0,1,0,8,4,0
12,ID,00602,BLACKFOOT,11833,23,317,0,8,1,14,75,231,11,1
12,ID,00604,SHELLEY,4389,1,53,0,1,0,0,11,39,3,0
12,ID,00600,BINGHAM,27335,21,227,1,5,2,13,7,143,14,1
12,ID,00701,KETCHUM,275,6,61,0,0,1,5,11,46,4,0
12,ID,00702,SUN VALLEY,149,3,12,0,0,0,3,5,7,0,0
12,ID,00703,HAILEY,834,16,64,0,1,0,15,27,31,6,1
12,ID,00704,BELLEVUE,2278,4,14,0,0,0,4,3,1,1,0
12,ID,00700,BLAINE,763,2,39,1,1,0,0,13,22,4,2
12,ID,00800,BOISE,6335,7,95,0,0,0,7,2,71,4,0
12,ID,00901,PRIEST RIVER,1714,3,4,0,0,0,3,8,3,2,0
12,ID,00902,SANDPOINT,7629,15,25,0,1,0,14,7,175,5,0
12,ID,00903,PONDERAY,114,1,15,0,0,0,1,67,83,0,1
12,ID,00900,BONNER,3485,31,388,0,6,1,24,152,23,33,1
12,ID,01002,IDAHO FALLS,5866,126,151,0,36,7,83,239,1164,98,6
12,ID,01000,BONNEVILLE,545,74,748,0,11,1,62,157,546,45,6
12,ID,01101,BONNERS FERRY,2454,2,65,0,1,0,1,8,56,1,0
12,ID,01100,BOUNDARY,8437,6,56,0,2,0,4,3,21,5,0
12,ID,01200,BUTTE,2599,7,3,0,1,0,6,1,0,2,0
12,ID,01300,CAMAS,133,0,2,0,0,0,0,1,1,0,0
12,ID,01401,CALDWELL,49597,161,138,1,15,8,137,246,138,96,13
12,ID,01402,NAMPA,87735,281,2525,3,58,17,23,558,184,163,14
12,ID,01403,PARMA,258,1,2,0,0,0,1,1,9,1,1
12,ID,01404,WILDER,1587,6,22,0,0,2,4,5,15,2,0
12,ID,01400,CANYON,61793,74,581,1,13,2,58,25,328,48,9
12,ID,01501,SODA SPRINGS,2954,1,26,0,0,0,1,11,14,1,0
12,ID,01500,CARIBOU,3861,0,21,0,0,0,0,5,16,0,0
12,ID,01600,CASSIA,23564,4,49,0,8,1,31,77,384,29,4
12,ID,01700,CLARK,847,1,12,0,0,0,1,1,11,0,0
12,ID,01801,OROFINO,396,2,71,0,0,0,2,26,42,3,0
12,ID,01800,CLEARWATER,5527,19,113,0,1,0,18,21,87,5,2
12,ID,01903,CHALLIS,181,1,12,0,0,0,1,4,8,0,0
12,ID,01900,CUSTER,3171,1,15,0,0,0,1,3,11,1,0
12,ID,02002,MOUNTAIN HOME,13695,47,252,0,14,0,33,43,23,6,2
12,ID,02000,ELMORE,12434,11,61,0,3,0,8,13,43,5,0
12,ID,02101,PRESTON,5161,3,64,1,0,0,2,18,45,1,0
12,ID,02100,FRANKLIN,784,1,74,0,0,0,1,22,5,2,0
12,ID,02202,ST. ANTHONY,3446,7,44,0,1,0,6,6,36,2,0
12,ID,02200,FREMONT,9496,3,64,0,3,0,0,2,4,4,0
12,ID,02301,EMMETT,6513,13,76,0,3,0,1,13,61,2,1
12,ID,02300,GEM,1293,5,37,0,0,0,5,7,26,4,0
12,ID,02401,GOODING,3452,6,93,0,0,1,5,26,59,8,0
12,ID,02402,WENDELL,2691,4,27,0,1,0,3,8,16,3,0
12,ID,02403,HAGERMAN,846,4,3,0,0,0,4,0,2,1,0
12,ID,02400,GOODING,812,12,45,0,0,1,11,16,23,6,1
12,ID,02501,COTTONWOOD,912,4,6,0,0,1,3,2,4,0,0
12,ID,02502,GRANGEVILLE,3117,2,49,0,0,0,2,12,36,1,0
12,ID,03102,KAMIAH,4,0,0,0,0,0,0,0,0,0,0
12,ID,02500,IDAHO,12154,11,126,1,2,0,8,55,65,6,1
12,ID,02601,RIGBY,461,1,76,0,0,0,1,8,66,2,0
12,ID,02600,JEFFERSON,23222,6,125,0,0,1,5,28,87,1,0
12,ID,02701,JEROME,1164,38,227,0,5,1,32,72,143,12,3
12,ID,02700,JEROME,11626,16,153,0,1,1,14,74,58,21,2
12,ID,02801,COEUR D'ALENE,46952,241,1826,2,41,22,176,334,135,142,23
12,ID,02802,POST FALLS,29776,51,852,2,5,1,34,129,663,6,6
12,ID,02804,SPIRIT LAKE,216,3,29,0,0,0,3,7,14,8,1
12,ID,02805,RATHDRUM,7147,9,142,0,0,1,8,51,87,4,1
12,ID,02800,KOOTENAI,679,15,17,0,12,4,89,287,726,57,1
12,ID,02905,MOSCOW,2475,12,73,0,1,1,1,88,595,2,2
12,ID,02900,LATAH,13849,2,191,0,6,0,14,84,11,6,0
12,ID,03002,SALMON,36,11,34,0,1,0,1,15,16,3,0
12,ID,03000,LEMHI,474,9,33,0,3,0,6,5,25,3,0
12,ID,03102,KAMIAH,1323,3,26,0,1,0,2,15,7,4,0
12,ID,03100,LEWIS,2628,1,43,0,1,0,0,16,23,4,1
12,ID,03201,SHOSHONE,152,4,12,0,1,0,3,4,8,0,1
12,ID,03200,LINCOLN,388,9,3,0,0,0,9,0,1,2,0
12,ID,03301,REXBURG,26773,9,268,0,7,0,2,15,247,6,0
12,ID,03300,MADISON,198,8,68,0,4,0,4,17,47,4,0
12,ID,03401,RUPERT,5633,18,144,0,2,1,15,65,78,1,0
12,ID,03402,HEYBURN,3189,3,44,0,1,0,2,2,23,1,0
12,ID,03400,MINIDOKA,11666,11,173,0,2,0,9,48,19,16,0
12,ID,03502,LEWISTON,32521,56,1137,1,1,9,36,214,849,74,1
12,ID,03500,NEZ PERCE,7832,7,95,1,1,0,5,23,6,12,0
12,ID,03600,ONEIDA,43,1,25,0,0,0,1,5,16,4,0
12,ID,03701,HOMEDALE,268,6,58,0,1,0,5,24,31,3,0
12,ID,03700,OWYHEE,8945,1,14,0,3,0,7,37,56,11,0
12,ID,03801,FRUITLAND,4768,3,6,0,1,1,1,22,36,2,0
12,ID,03803,PAYETTE,7417,28,154,1,2,0,25,45,15,4,0
12,ID,03800,PAYETTE,1579,21,92,0,0,0,21,32,55,5,0
12,ID,00302,POCATELLO,14,0,0,0,0,0,0,0,0,0,0
12,ID,03901,AMERICAN FALLS,4351,6,75,0,0,0,6,7,66,2,0
12,ID,03900,POWER,3374,1,28,0,0,1,0,7,19,2,0
12,ID,04001,KELLOGG,2118,14,65,0,2,1,11,23,38,4,1
12,ID,04003,OSBURN,1544,4,39,0,0,1,3,26,12,1,0
12,ID,04004,PINEHURST,1619,1,28,0,0,0,1,17,8,3,1
12,ID,04000,SHOSHONE,7492,25,221,2,3,1,19,11,16,14,5
12,ID,04100,TETON,1378,12,41,0,2,0,1,8,33,0,0
12,ID,04201,BUHL,4235,8,81,0,1,0,7,25,53,3,0
12,ID,04202,TWIN FALLS,46358,118,1468,2,16,22,78,289,1119,6,3
12,ID,04203,KIMBERLY,3472,3,27,0,0,0,3,13,13,1,0
12,ID,04204,FILER,2622,0,12,0,0,0,0,4,7,1,0
12,ID,04200,TWIN FALLS,24465,67,29,2,6,1,58,17,89,13,3
12,ID,04301,MCCALL,2918,21,84,0,3,0,18,15,68,1,0
12,ID,04302,CASCADE,899,1,16,0,1,0,0,2,14,0,1
12,ID,04300,VALLEY,5814,14,7,0,9,0,5,24,45,1,2
12,ID,04401,WEISER,5292,3,99,0,0,0,3,27,68,4,1
12,ID,04400,WASHINGTON,4662,3,6,0,1,0,2,16,4,4,0
12,IL,00101,CAMP POINT,1124,0,2,0,0,0,0,1,1,0,0
12,IL,00103,QUINCY,4972,19,1363,2,24,13,151,234,194,35,3
12,IL,00100,ADAMS,24266,32,182,0,1,0,22,71,17,4,2
12,IL,00201,CAIRO,258,91,168,3,3,6,79,32,129,7,18
12,IL,00200,ALEXANDER,494,15,41,0,2,0,13,15,22,4,3
12,IL,00301,GREENVILLE,6939,2,78,0,0,1,1,11,66,1,0
12,IL,00305,PIERRON,512,0,0,0,0,0,0,0,0,0,0
12,IL,00300,BOND,9438,5,63,1,2,0,2,17,44,2,0
12,IL,00401,BELVIDERE,25284,46,435,0,13,4,29,14,34,27,5
12,IL,10101,CHERRY VALLEY,352,1,35,0,0,0,1,4,3,1,0
12,IL,10102,LOVES PARK,1593,5,44,0,1,1,3,7,36,1,0
12,IL,00400,BOONE,26629,31,175,0,14,3,14,35,132,8,0
12,IL,00500,BROWN,4853,3,18,0,1,0,2,4,14,0,1
12,IL,00602,DE PUE,1755,3,11,0,0,0,3,1,1,0,0
12,IL,00604,PRINCETON,7418,14,12,0,2,4,8,15,15,0,1
12,IL,00606,SPRING VALLEY,5365,5,65,0,2,0,3,1,55,0,1
12,IL,00607,WALNUT,1367,2,14,0,1,0,1,3,11,0,0
12,IL,00600,BUREAU,15917,17,164,0,5,2,1,51,19,4,0
12,IL,00803,MILLEDGEVILLE,989,1,8,0,1,0,0,1,7,0,0
12,IL,00804,MOUNT CARROLL,1642,0,18,0,0,0,0,2,16,0,0
12,IL,00805,SAVANNA,2918,1,61,0,1,0,0,18,41,2,0
12,IL,00806,SHANNON,725,0,0,0,0,0,0,0,0,0,0
12,IL,00800,CARROLL,62,0,43,0,0,0,0,7,36,0,0
12,IL,00901,ASHLAND,13,0,1,0,0,0,0,3,7,0,0
12,IL,00902,BEARDSTOWN,5919,52,87,0,0,0,52,15,71,1,0
12,IL,00903,VIRGINIA,1564,0,1,0,0,0,0,0,1,0,0
12,IL,00900,CASS,445,12,13,0,0,1,11,0,12,1,3
12,IL,01001,CHAMPAIGN,83995,647,2417,5,5,133,459,568,1787,62,19
12,IL,01006,URBANA,4185,13,1467,0,18,63,49,327,1113,27,1
12,IL,01002,HOMER,1198,1,5,0,0,0,1,1,4,0,0
12,IL,01003,MAHOMET,7843,12,39,0,2,0,1,6,32,1,1
12,IL,01004,RANTOUL,136,52,297,2,14,1,26,121,172,4,5
12,IL,01005,TOLONO,3471,7,26,0,1,0,6,11,15,0,0
12,IL,01007,UNIV OF IL: URBANA,0,29,343,0,2,8,19,12,33,1,2
12,IL,01008,FISHER,1966,4,34,0,0,0,4,13,21,0,0
12,IL,01010,THOMASBORO,1131,11,16,0,0,0,11,6,1,0,0
12,IL,01011,GIFFORD,98,0,1,0,0,0,0,0,1,0,0
12,IL,01015,PARKLAND COLLEGE,0,1,25,0,0,0,1,2,23,0,0
12,IL,01000,CHAMPAIGN,48952,87,55,4,14,8,61,195,332,23,5
12,IL,01101,PANA,552,1,13,0,0,1,9,3,93,7,0
12,IL,01102,TAYLORVILLE,1149,24,141,0,5,2,17,27,14,1,3
12,IL,01103,KINCAID,1464,0,11,0,0,0,0,2,9,0,0
12,IL,01104,STONINGTON,93,0,3,0,0,0,0,1,2,0,0
12,IL,01106,EDINBURG,162,0,5,0,0,0,0,1,4,0,0
12,IL,08701,MOWEAQUA,11,0,0,0,0,0,0,0,0,0,0
12,IL,01100,CHRISTIAN,12933,34,59,0,0,0,34,6,52,1,0
07,IL,01201,CASEY,2738,12,24,1,0,0,11,9,14,1,1
12,IL,01203,MARTINSVILLE,1153,9,1,0,2,0,7,1,8,1,0
12,IL,01200,CLARK,8337,4,24,0,0,0,4,12,1,2,0
12,IL,01302,FLORA,4977,3,117,0,1,0,2,9,16,2,0
12,IL,01300,CLAY,8512,3,45,0,0,1,2,14,26,5,0
12,IL,01402,BREESE,4524,3,23,0,0,0,3,0,23,0,0
12,IL,01403,CARLYLE,3242,5,46,0,0,0,5,3,42,1,0
12,IL,01404,NEW BADEN,316,1,14,0,0,0,1,0,14,0,0
12,IL,01406,ALBERS,1179,0,0,0,0,0,0,0,0,0,0
12,IL,01407,AVISTON,293,0,8,0,0,0,0,0,8,0,0
12,IL,01413,GERMANTOWN,1299,0,11,0,0,0,0,2,9,0,0
12,IL,06102,CENTRALIA,257,2,125,0,3,2,15,33,88,4,0
05,IL,06106,WAMAC,529,4,4,0,0,0,4,1,2,1,0
12,IL,01400,CLINTON,1563,5,16,0,1,0,4,24,77,5,0
12,IL,01502,CHARLESTON,21985,29,16,1,5,0,23,45,59,2,1
12,IL,01503,MATTOON,18318,68,39,0,5,1,53,74,233,2,6
12,IL,01506,EASTERN ILLINOIS UN,0,6,75,0,2,1,3,13,62,0,0
12,IL,01509,LAKE LAND COLLEGE,0,0,6,0,0,0,0,0,6,0,0
12,IL,01500,COLES,13283,15,115,0,6,1,8,43,68,4,6
12,IL,01602,ARLINGTON HEIGHTS,762,43,743,0,4,12,27,134,588,21,1
12,IL,01625,DES PLAINES,5941,53,718,0,8,11,34,129,571,18,2
12,IL,01632,EVANSTON,75817,151,19,1,3,54,93,334,15,66,5
12,IL,01650,HOFFMAN ESTATES,52512,5,558,0,9,13,28,78,458,22,3
12,IL,04506,ELGIN,24699,48,446,0,1,14,24,67,36,19,3
12,IL,01601,ALSIP,19493,36,567,0,2,15,19,92,412,63,4
12,IL,01603,BARRINGTON,5688,1,57,0,1,0,0,5,5,2,0
12,IL,01604,BARRINGTON HILLS,2281,0,1,0,0,0,0,2,8,0,0
12,IL,01605,BARTLETT,16928,5,95,0,0,1,4,6,87,2,2
12,IL,01607,BELLWOOD,19181,115,434,2,6,22,85,16,287,41,2
12,IL,01608,BERKELEY,5243,17,78,1,3,3,1,12,63,3,2
12,IL,01609,BERWYN,56778,127,1163,0,11,57,59,262,822,79,5
12,IL,01610,BLUE ISLAND,23811,136,637,1,12,54,69,147,43,6,3
12,IL,01611,BRIDGEVIEW,16474,28,475,0,1,6,21,42,389,44,4
12,IL,01612,BROADVIEW,798,3,389,1,2,15,12,34,327,28,0
12,IL,01613,BROOKFIELD,1952,29,22,0,7,4,18,52,162,6,2
12,IL,01614,BUFFALO GROVE,13865,4,96,0,1,1,2,14,81,1,0
12,IL,01615,BURNHAM,4236,4,121,0,1,1,2,25,79,17,0
12,IL,01617,CALUMET CITY,37281,192,156,3,27,11,61,294,187,179,0
12,IL,01619,CHICAGO HEIGHTS,3456,199,915,7,33,12,39,2,639,76,28
12,IL,01620,CHICAGO RIDGE,14482,21,591,0,3,13,5,35,5,56,1
12,IL,01621,CICERO,84147,324,184,2,22,144,156,387,1172,245,21
12,IL,01622,COUNTRY CLUB HILLS,16969,49,614,1,3,25,2,8,52,32,0
12,IL,01623,COUNTRYSIDE,5972,1,217,0,1,1,8,18,191,8,0
08,IL,01626,DIXMOOR,3591,13,86,1,2,2,8,18,6,8,0
12,IL,01629,EAST HAZEL CREST,156,4,53,0,1,2,1,23,27,3,0
12,IL,01630,ELK GROVE VILLAGE,33485,21,58,0,1,8,12,52,424,32,0
12,IL,01631,ELMWOOD PARK,257,17,328,0,2,3,12,54,241,33,0
12,IL,01633,EVERGREEN PARK,1998,27,569,0,0,19,8,43,51,25,2
12,IL,01634,FLOSSMOOR,954,7,125,0,2,1,4,16,98,11,9
12,IL,01635,FOREST PARK,14223,46,529,0,6,21,19,7,428,31,2
12,IL,01636,FOREST VIEW,7,1,37,0,0,1,0,4,26,7,0
12,IL,01637,FRANKLIN PARK,18448,31,284,0,9,6,16,57,23,24,3
12,IL,01638,GLENCOE,8885,3,94,0,1,0,2,22,65,7,0
12,IL,01639,GLENVIEW,45588,18,386,0,1,1,7,15,276,5,3
12,IL,01640,GLENWOOD,966,24,183,0,0,17,7,28,143,12,0
12,IL,01641,GOLF,57,0,3,0,0,0,0,0,3,0,0
12,IL,01642,HANOVER PARK,296,22,183,1,4,6,11,3,146,7,2
12,IL,01643,HARVEY,25377,329,121,7,15,26,11,38,64,19,6
12,IL,01645,HAZEL CREST,14223,72,473,0,7,51,14,121,317,35,0
12,IL,01646,HICKORY HILLS,1428,15,17,0,4,4,7,21,139,1,1
12,IL,01647,HILLSIDE,8212,28,295,0,2,12,14,42,242,11,3
12,IL,01649,HODGKINS,1865,4,335,0,1,1,2,4,322,9,0
12,IL,01651,HOMETOWN,4377,7,49,0,0,2,5,3,46,0,0
12,IL,01652,HOMEWOOD,1947,34,573,0,1,28,5,6,492,21,1
12,IL,01653,INDIAN HEAD PARK,3847,2,28,0,1,0,1,5,21,2,0
12,IL,01654,INVERNESS,7585,0,16,0,0,0,0,5,1,1,0
12,IL,01655,JUSTICE,1355,18,133,0,2,4,12,27,88,18,9
12,IL,01656,KENILWORTH,2564,0,45,0,0,0,0,9,35,1,0
12,IL,01657,LA GRANGE,15774,8,162,0,2,3,3,22,138,2,0
12,IL,01658,LA GRANGE PARK,13676,5,82,0,0,3,2,3,77,2,0
12,IL,01659,LANSING,28547,91,1171,2,1,5,29,185,918,68,1
12,IL,01660,LEMONT,16611,7,171,0,4,0,3,12,142,17,0
12,IL,01661,LINCOLNWOOD,12721,8,435,0,0,3,5,57,372,6,1
12,IL,01663,LYONS,1793,11,134,0,1,7,3,26,96,12,3
12,IL,01664,MCCOOK,232,4,51,0,1,0,3,7,3,14,0
12,IL,01666,MATTESON,19182,56,94,0,13,26,17,69,772,63,1
12,IL,01667,MAYWOOD,24174,213,68,7,16,82,18,27,365,18,2
12,IL,01668,MELROSE PARK,25541,27,386,0,3,8,16,48,33,35,2
09,IL,01669,MERRIONETTE PARK,1893,3,22,0,0,0,3,2,19,1,0
12,IL,01670,MIDLOTHIAN,14948,29,317,0,2,21,6,132,166,19,2
12,IL,01671,MORTON GROVE,23575,25,33,1,2,5,17,81,219,3,0
12,IL,01672,MOUNT PROSPECT,54891,24,584,0,0,5,19,79,482,23,1
12,IL,01673,NILES,371,27,7,0,0,14,13,86,59,24,1
12,IL,01674,NORRIDGE,14712,12,464,0,0,5,7,36,423,5,0
12,IL,01675,NORTHBROOK,33698,7,356,0,4,2,1,43,31,3,1
12,IL,01676,NORTHFIELD,5496,5,87,0,1,1,3,18,68,1,0
12,IL,01677,NORTHLAKE,12392,8,254,0,2,1,5,25,219,1,0
12,IL,01678,NORTH RIVERSIDE,6712,15,492,0,0,8,7,23,451,18,0
12,IL,01679,OAK FOREST,28252,26,336,0,1,7,18,65,255,16,0
12,IL,01680,OAK LAWN,57159,9,111,3,12,34,41,121,857,33,6
12,IL,01681,OAK PARK,5219,13,1564,0,5,77,21,41,188,75,4
12,IL,01682,OLYMPIA FIELDS,556,7,119,0,2,4,1,14,12,3,0
12,IL,01683,ORLAND PARK,58871,22,1289,1,2,4,15,27,1254,8,1
12,IL,01684,PALATINE,69533,36,623,3,6,6,21,34,569,2,2
12,IL,01685,PALOS HEIGHTS,12633,6,146,0,0,0,6,9,131,6,0
12,IL,01686,PALOS HILLS,17673,28,15,0,3,6,19,23,76,6,1
12,IL,01687,PALOS PARK,4918,1,3,0,0,0,1,1,29,0,0
12,IL,01688,PARK FOREST,18793,59,327,0,7,26,26,93,217,17,1
12,IL,01689,PARK RIDGE,37919,12,451,0,1,4,7,79,365,7,1
12,IL,01690,PHOENIX,1978,11,56,0,0,5,6,27,27,2,0
12,IL,01691,POSEN,637,11,137,1,0,2,8,49,75,13,0
12,IL,01692,RICHTON PARK,13792,49,326,2,3,26,18,82,22,24,0
12,IL,01693,RIVERDALE,1364,156,415,4,9,93,5,155,222,38,2
12,IL,01694,RIVER FOREST,11218,19,243,0,2,7,1,73,168,2,1
12,IL,01695,RIVER GROVE,1291,9,118,0,0,3,6,19,92,7,0
12,IL,01696,RIVERSIDE,8899,51,16,0,0,2,49,16,9,0,0
12,IL,01698,ROLLING MEADOWS,24333,16,246,0,4,4,8,26,212,8,0
12,IL,01699,ROSEMONT,4244,18,234,0,1,7,1,7,215,12,0
12,IL,02210,HINSDALE,2294,0,24,0,0,0,0,3,2,1,0
12,IL,02215,OAK BROOK,7,0,0,0,0,0,0,0,0,0,0
12,IL,02216,ROSELLE,3773,1,41,0,0,0,1,4,35,2,0
12,IL,02231,BURR RIDGE,3914,1,36,0,0,0,1,9,26,1,0
12,IL,04903,DEERFIELD,175,0,1,0,0,0,0,0,1,0,0
12,IL,01600,COOK,12762,23,174,0,31,44,128,289,693,92,14
12,IL,01701,OBLONG,1429,5,27,0,0,0,5,9,18,0,0
12,IL,01702,PALESTINE,1331,9,22,0,2,0,7,3,18,1,0
12,IL,01703,ROBINSON,7654,19,151,0,0,0,19,35,19,7,1
07,IL,01201,CASEY,1,0,0,0,0,0,0,0,0,0,0
12,IL,01801,GREENUP,15,9,21,0,0,0,9,4,16,1,1
12,IL,01802,NEOGA,1623,5,8,0,0,0,5,2,6,0,0
12,IL,01800,CUMBERLAND,777,2,37,0,1,0,1,15,19,3,0
12,IL,01901,GENOA,5187,6,44,0,4,0,2,8,36,0,0
12,IL,01902,HINCKLEY,251,2,1,0,0,0,2,1,9,0,0
12,IL,01903,SANDWICH,7185,22,75,0,4,0,18,29,46,0,0
12,IL,01904,SOMONAUK,1616,3,2,0,0,0,3,4,16,0,0
12,IL,01905,SYCAMORE,1754,16,28,0,1,0,15,21,182,5,0
12,IL,01907,CORTLAND,4332,5,47,0,1,0,4,9,38,0,2
12,IL,01908,DE KALB,43791,179,1166,1,36,13,129,156,994,16,12
12,IL,01909,KIRKLAND,1727,1,8,0,0,0,1,2,6,0,0
12,IL,01910,MALTA,1154,0,1,0,0,0,0,1,0,0,0
12,IL,01911,NORTHERN ILLINOIS U,0,14,186,0,6,1,7,8,175,3,6
12,IL,01913,KINGSTON,116,0,6,0,0,0,0,0,6,0,0
12,IL,04518,MAPLE PARK,638,0,0,0,0,0,0,0,0,0,0
12,IL,01900,DE KALB,16681,1,163,0,1,0,9,18,143,2,1
12,IL,02001,CLINTON,7128,22,119,0,14,1,7,62,56,1,2
12,IL,02000,DE WITT,7216,5,36,0,3,0,2,16,17,3,0
12,IL,02101,ARCOLA,2892,3,15,0,0,0,3,4,11,0,0
12,IL,02102,ARTHUR,1477,1,6,0,0,0,1,1,5,0,0
12,IL,02103,ATWOOD,597,1,6,0,0,0,1,1,5,0,0
12,IL,02105,TUSCOLA,4462,22,48,0,0,0,22,8,39,1,0
12,IL,02100,DOUGLAS,762,6,29,0,0,0,6,9,19,1,0
12,IL,02214,NAPERVILLE,97527,75,195,1,5,13,56,118,952,25,2
12,IL,01605,BARTLETT,24856,9,141,1,1,2,5,9,129,3,4
12,IL,01642,HANOVER PARK,1768,19,154,0,4,5,1,25,123,6,1
12,IL,01660,LEMONT,6,0,0,0,0,0,0,0,0,0,0
12,IL,02201,ADDISON,3748,65,612,0,12,11,42,89,55,18,1
12,IL,02202,BENSENVILLE,18577,22,278,1,7,8,6,39,228,11,0
12,IL,02203,BLOOMINGDALE,22412,16,566,1,5,3,7,35,525,6,0
12,IL,02204,CAROL STREAM,4536,44,383,0,4,11,29,6,34,19,3
12,IL,02205,CLARENDON HILLS,8684,3,15,0,0,0,3,3,11,1,0
12,IL,02206,DOWNERS GROVE,4986,31,652,0,8,8,15,84,549,19,7
12,IL,02207,ELMHURST,4596,2,56,3,8,6,3,63,438,5,3
12,IL,02208,GLENDALE HEIGHTS,34715,27,51,0,6,8,13,6,444,6,6
12,IL,02209,GLEN ELLYN,27854,23,343,0,4,8,11,42,289,12,0
