months reported,state,county ID,agency,population,violent,property,murder,rape,robbery,assault,burglary,larceny theft,motor vehicle theft,arson
12,AL,00401,PRATTVILLE,3369,76,125,0,1,31,35,215,96,84,4
12,AL,02906,MILLBROOK,143,0,6,0,0,0,0,1,5,0,0
12,AL,00400,AUTAUGA,2827,68,414,2,8,6,52,17,199,45,1
12,AL,00502,FAIRHOPE,17914,54,564,0,3,7,44,111,443,1,1
12,AL,00503,FOLEY,1611,51,783,1,1,13,36,98,664,21,5
12,AL,00508,DAPHNE,24111,41,477,0,7,5,29,64,41,12,0
12,AL,00501,BAY MINETTE,987,47,321,0,3,11,33,58,255,8,2
12,AL,00504,GULF SHORES,1927,41,665,1,7,6,27,127,515,23,2
12,AL,00505,ROBERTSDALE,5765,15,264,0,2,1,12,44,211,9,0
01,AL,00506,LOXLEY,172,0,5,0,0,0,0,0,4,1,0
11,AL,00507,SILVERHILL,749,6,11,0,3,0,3,2,8,1,0
12,AL,00509,SUMMERDALE,965,8,56,1,2,0,5,9,39,8,0
12,AL,00510,ELBERTA,1621,4,8,1,0,0,3,4,4,0,1
06,AL,00511,FAULKNER STATE COMM,0,0,3,0,0,0,0,0,3,0,0
03,AL,00513,SPANISH FORT,7811,0,43,0,0,0,0,2,41,0,0
12,AL,00500,BALDWIN,96312,98,662,0,4,18,76,23,45,27,7
12,AL,00601,EUFAULA,12874,73,478,1,5,12,55,84,367,27,0
10,AL,00602,CLAYTON,2944,4,28,0,2,0,2,12,14,2,0
01,AL,00604,LOUISVILLE,52,0,0,0,0,0,0,0,0,0,0
12,AL,00600,BARBOUR,8834,17,128,2,2,2,11,68,55,5,1
11,AL,00701,CENTREVILLE,274,2,19,1,0,0,1,6,11,2,0
12,AL,00702,BRENT,4878,13,81,0,2,1,1,7,66,8,1
12,AL,00704,WOODSTOCK,1372,4,42,1,0,1,2,9,3,3,0
12,AL,06307,VANCE,48,0,1,0,0,0,0,0,1,0,0
12,AL,00700,BIBB,12173,4,82,0,1,0,3,42,34,6,0
12,AL,00801,ONEONTA,671,22,28,0,7,3,12,24,169,15,1
12,AL,00802,BLOUNTSVILLE,1712,1,69,0,2,0,8,24,36,9,0
06,AL,00803,CLEVELAND,1324,0,9,0,0,0,0,0,6,3,0
12,AL,00804,SNEAD,847,3,38,0,0,0,3,9,23,6,0
06,AL,00805,HIGHLAND LAKE,423,0,7,0,0,0,0,3,4,0,0
12,AL,00800,BLOUNT,473,9,923,0,6,1,83,311,524,88,6
11,AL,00901,UNION SPRINGS,391,16,75,0,0,3,13,33,39,3,0
12,AL,00900,BULLOCK,6676,15,84,0,0,3,12,65,15,4,23
12,AL,01001,GREENVILLE,7863,48,336,3,2,3,4,32,295,9,0
12,AL,01002,GEORGIANA,1664,22,82,0,2,2,18,28,47,7,1
03,AL,01003,MCKENZIE,52,0,0,0,0,0,0,0,0,0,0
12,AL,01000,BUTLER,182,44,214,1,7,4,32,93,113,8,3
12,AL,01101,ANNISTON,22567,536,1711,4,42,77,413,65,969,92,17
12,AL,01102,JACKSONVILLE,12462,67,46,1,6,17,43,143,34,13,2
12,AL,01105,OXFORD,1759,59,837,2,2,8,47,18,76,23,2
12,AL,01103,PIEDMONT,475,2,27,0,5,0,15,63,129,15,2
12,AL,01104,WEAVER,3118,21,123,0,8,1,12,35,79,9,2
12,AL,01107,OHATCHEE,1146,0,23,0,0,0,0,12,11,0,0
12,AL,01108,JACKSONVILLE STATE,0,1,61,0,0,0,1,11,49,1,1
12,AL,03104,GLENCOE,38,0,1,0,0,0,0,0,1,0,0
12,AL,03107,SOUTHSIDE,154,0,2,0,0,0,0,1,1,0,0
12,AL,01100,CALHOUN,5587,15,471,0,3,1,11,2,266,5,5
12,AL,01201,LAFAYETTE,2999,22,82,0,0,1,21,15,65,2,1
12,AL,01202,LANETT,6484,71,491,1,11,6,53,114,337,4,3
12,AL,01204,VALLEY,958,73,555,0,13,13,47,119,4,36,5
12,AL,01200,CHAMBERS,1524,4,96,0,0,2,2,52,43,1,0
12,AL,01301,CENTRE,3662,1,191,0,3,1,6,51,132,8,1
12,AL,01302,CEDAR BLUFF,1835,12,135,0,0,0,12,3,97,8,3
12,AL,01303,LEESBURG,127,6,51,1,0,0,5,12,35,4,0
12,AL,02802,COLLINSVILLE,21,0,0,0,0,0,0,0,0,0,0
12,AL,01300,CHEROKEE,19733,49,388,2,8,2,37,131,216,41,12
12,AL,01401,CLANTON,8773,45,658,1,5,5,34,69,572,17,4
12,AL,01402,MAPLESVILLE,75,9,3,0,1,1,7,8,18,4,0
04,AL,01403,JEMISON,2648,3,33,0,0,0,3,4,27,2,0
09,AL,01404,THORSBY,229,2,6,0,1,0,1,1,4,1,0
12,AL,01400,CHILTON,29779,79,532,0,18,2,59,223,26,49,7
12,AL,01501,BUTLER,1829,11,35,0,2,1,8,16,16,3,0
11,AL,01500,CHOCTAW,186,6,44,0,0,2,4,17,23,4,0
03,AL,01601,JACKSON,574,7,5,0,2,2,3,11,38,1,1
09,AL,01602,THOMASVILLE,414,17,77,0,0,2,15,9,63,5,0
06,AL,01603,GROVE HILL,1518,0,1,0,0,0,0,0,1,0,0
12,AL,01600,CLARKE,1443,72,113,0,6,4,62,48,49,16,2
12,AL,01701,ASHLAND,1967,11,52,0,0,0,11,9,42,1,0
12,AL,01702,LINEVILLE,234,14,23,0,2,1,11,8,1,5,0
12,AL,01700,CLAY,9125,17,31,0,1,0,16,1,17,4,2
10,AL,01801,HEFLIN,3514,1,54,0,5,0,5,2,31,3,0
08,AL,01802,RANBURNE,45,1,9,0,0,0,1,4,4,1,0
11,AL,01800,CLEBURNE,119,2,223,0,1,0,1,12,19,12,0
12,AL,01901,ELBA,3899,11,18,0,3,1,7,25,74,9,0
12,AL,01902,ENTERPRISE,27547,14,938,0,12,17,75,191,73,44,3
12,AL,01903,NEW BROCKTON,1152,1,33,0,1,0,0,9,23,1,0
12,AL,01904,KINSTON,535,4,27,0,1,0,3,6,2,1,0
12,AL,01900,COFFEE,1827,28,23,0,7,2,19,8,96,27,11
12,AL,02003,MUSCLE SHOALS,13584,45,786,0,1,1,25,138,596,52,0
12,AL,02001,SHEFFIELD,9123,73,473,1,9,8,55,151,285,37,1
12,AL,02002,TUSCUMBIA,8574,45,334,1,5,3,36,8,226,28,3
12,AL,02004,CHEROKEE,125,7,26,0,0,1,6,12,1,4,0
12,AL,02005,LEIGHTON,716,19,4,0,3,0,16,18,19,3,0
11,AL,02006,LITTLEVILLE,997,0,1,0,0,0,0,3,7,0,0
03,AL,02008,NORTHWEST-SHOALS CO,0,0,1,0,0,0,0,0,1,0,0
12,AL,02000,COLBERT,2537,58,436,0,16,4,38,131,264,41,7
03,AL,01003,MCKENZIE,8,0,0,0,0,0,0,0,0,0,0
12,AL,02101,EVERGREEN,3827,27,21,1,0,4,22,48,143,19,2
03,AL,02103,REPTON,27,1,0,0,0,0,1,0,0,0,0
10,AL,02100,CONECUH,8137,24,71,0,4,0,2,22,43,6,6
07,AL,02201,GOODWATER,1371,6,13,0,1,1,4,8,3,2,0
12,AL,02200,COOSA,8923,13,21,0,1,0,12,74,121,6,4
05,AL,02301,ANDALUSIA,998,19,156,0,5,2,12,24,125,7,0
12,AL,02302,OPP,6699,22,121,0,2,3,17,31,83,7,1
10,AL,02303,FLORALA,1984,1,14,0,0,0,1,4,9,1,0
09,AL,02304,GANTT,223,0,9,0,0,0,0,1,8,0,0
10,AL,02306,LOCKHART,516,0,15,0,0,0,0,5,1,0,0
02,AL,02307,RIVER FALLS,526,0,0,0,0,0,0,0,0,0,0
06,AL,02308,22ND JUD CIRCUIT DR,0,0,3,0,0,0,0,1,2,0,0
12,AL,02300,COVINGTON,184,22,21,0,4,0,18,76,115,19,0
12,AL,02401,LUVERNE,2855,15,64,0,0,0,15,12,48,4,0
06,AL,02402,BRANTLEY,811,0,5,0,0,0,0,3,2,0,0
12,AL,02400,CRENSHAW,9831,52,143,1,3,2,46,56,73,14,2
12,AL,02501,CULLMAN,1586,26,676,0,1,6,19,85,559,32,1
12,AL,02502,HANCEVILLE,3227,9,125,0,0,2,7,37,77,11,0
12,AL,05003,ARAB,27,0,1,0,0,0,0,0,1,0,0
12,AL,02500,CULLMAN,6261,84,13,2,34,8,4,297,646,87,4
10,AL,03801,DOTHAN,1219,4,32,0,0,1,3,7,23,2,0
12,AL,01902,ENTERPRISE,484,1,16,0,0,0,1,3,12,1,0
12,AL,02601,OZARK,14845,67,9,1,19,4,43,184,681,35,3
12,AL,02602,DALEVILLE,5159,23,97,0,4,0,19,13,75,9,2
12,AL,02603,LEVEL PLAINS,233,11,5,0,1,0,1,11,34,5,0
08,AL,02604,NAPIER FIELD,344,3,11,0,1,1,1,4,7,0,0
12,AL,02605,NEWTON,1481,4,55,0,2,1,1,6,4,9,0
12,AL,02606,MIDLAND CITY,2429,12,112,0,0,1,11,21,83,8,0
05,AL,02607,PINCKARD,639,0,4,0,0,0,0,1,3,0,0
01,AL,02608,ARITON,744,0,2,0,0,0,0,1,1,0,0
06,AL,02609,CLAYHATCHEE,574,0,4,0,0,0,0,1,3,0,0
12,AL,02600,DALE,19849,29,19,1,9,0,19,55,119,16,0
12,AL,02701,SELMA,1975,27,27,3,18,7,179,556,1394,12,44
12,AL,02700,DALLAS,21868,65,462,2,1,9,44,182,251,29,9
12,AL,02802,COLLINSVILLE,1951,7,61,0,1,0,6,26,31,4,0
10,AL,02803,GERALDINE,94,1,19,0,0,0,1,1,17,1,0
12,AL,02804,HENAGAR,2343,1,41,0,0,0,1,12,25,4,0
12,AL,02805,POWELL,954,5,34,0,0,0,5,1,21,3,2
05,AL,02806,MENTONE,365,0,3,0,0,0,0,0,3,0,0
12,AL,02807,RAINSVILLE,53,13,136,0,1,0,12,16,99,21,0
05,AL,02808,HAMMONDVILLE,484,0,5,0,0,0,0,1,4,0,0
12,AL,02810,CROSSVILLE,185,2,27,0,0,0,2,7,17,3,0
12,AL,02811,FYFFE,129,4,26,0,1,0,3,5,21,0,0
12,AL,02812,SYLVANIA,1847,0,21,0,0,0,0,1,18,2,0
08,AL,02813,VALLEY HEAD,557,0,13,0,0,0,0,5,8,0,0
12,AL,02814,IDER,721,4,35,0,0,0,4,12,2,3,0
12,AL,02800,DE KALB,38855,128,81,2,28,4,94,312,427,71,4
12,AL,00401,PRATTVILLE,1921,5,69,0,1,2,2,12,52,5,0
12,AL,02901,WETUMPKA,7573,23,339,0,6,2,15,35,296,8,0
12,AL,02902,TALLASSEE,3144,23,181,0,3,0,2,51,118,12,5
12,AL,02903,ECLECTIC,18,7,67,0,1,0,6,14,5,3,1
10,AL,02904,COOSADA,1233,2,14,0,0,0,2,5,8,1,0
12,AL,02906,MILLBROOK,1578,74,673,1,9,27,37,17,529,37,0
12,AL,02900,ELMORE,51345,52,868,0,13,11,28,357,452,59,2
12,AL,03001,ATMORE,193,74,28,0,4,8,62,73,195,12,2
12,AL,03002,BREWTON,5445,37,239,0,2,5,3,45,18,14,1
12,AL,03003,EAST BREWTON,2436,1,45,0,3,1,6,12,31,2,0
12,AL,03004,FLOMATON,1422,15,62,0,1,2,12,11,47,4,2
12,AL,03000,ESCAMBIA,18527,24,133,0,0,6,18,47,78,8,7
12,AL,03102,GADSDEN,36455,358,286,3,31,89,235,733,1879,194,31
10,AL,03101,ATTALLA,5963,15,218,0,5,0,1,41,177,0,0
12,AL,03104,GLENCOE,5155,18,126,0,4,2,12,38,82,6,0
12,AL,03105,RAINBOW CITY,9668,1,148,0,1,1,8,49,91,8,0
10,AL,03106,HOKES BLUFF,4347,6,19,0,0,0,6,8,8,3,0
12,AL,03107,SOUTHSIDE,841,11,117,0,6,0,5,28,8,9,1
12,AL,03108,SARDIS CITY,1738,0,43,0,0,0,0,5,3,8,0
02,AL,03110,WALNUT GROVE,686,1,1,0,0,0,1,0,0,1,0
12,AL,05004,BOAZ,116,4,45,0,1,0,3,1,33,2,0
12,AL,03100,ETOWAH,3323,86,615,0,22,3,61,239,326,5,1
12,AL,03201,FAYETTE,4527,15,79,0,3,0,12,11,56,12,0
02,AL,03202,BERRY,1118,0,2,0,0,0,0,1,1,0,0
12,AL,04902,WINFIELD,755,3,29,0,0,1,2,7,2,2,0
09,AL,03200,FAYETTE,1435,8,36,0,1,1,6,17,12,7,2
12,AL,03301,RUSSELLVILLE,9798,36,415,0,6,6,24,85,312,18,4
04,AL,03302,PHIL CAMPBELL,1199,0,3,0,0,0,0,1,1,1,0
12,AL,03303,RED BAY,3122,8,64,0,1,0,7,18,42,4,0
03,AL,03305,HODGES,286,0,2,0,0,0,0,1,1,0,0
12,AL,03300,FRANKLIN,179,26,317,0,5,1,2,127,166,24,2
12,AL,03401,GENEVA,4467,23,186,0,0,2,21,4,138,8,0
12,AL,03402,SAMSON,1922,14,85,0,1,0,13,17,62,6,2
12,AL,03403,HARTFORD,2647,13,74,0,1,2,1,19,5,5,0
12,AL,03404,SLOCOMB,1979,4,26,0,0,0,4,11,11,4,0
12,AL,03809,TAYLOR,7,0,0,0,0,0,0,0,0,0,0
12,AL,03400,GENEVA,1575,52,15,2,7,0,43,76,6,14,29
12,AL,03501,EUTAW,2845,34,114,0,1,2,31,42,58,14,1
12,AL,03500,GREENE,5231,24,9,1,1,4,18,33,46,11,0
12,AL,03602,MOUNDVILLE,1729,4,6,0,1,0,3,12,43,5,0
12,AL,03600,HALE,11178,14,98,0,1,0,13,35,53,1,2
10,AL,03801,DOTHAN,7,0,0,0,0,0,0,0,0,0,0
12,AL,03701,ABBEVILLE,2643,8,85,0,1,0,7,22,52,11,0
12,AL,03702,HEADLAND,4769,3,74,0,0,0,3,14,53,7,0
12,AL,03700,HENRY,9361,19,129,0,3,2,14,56,62,11,4
10,AL,03801,DOTHAN,67254,24,1758,1,11,44,148,44,1272,82,9
12,AL,03802,ASHFORD,2164,5,57,0,0,0,5,12,41,4,1
04,AL,03804,COLUMBIA,74,0,2,0,0,0,0,0,2,0,0
10,AL,03805,COTTONWOOD,1275,1,9,0,0,0,1,3,5,1,0
11,AL,03806,KINSEY,2198,2,24,0,0,0,2,9,14,1,0
01,AL,03808,WALLACE COMM COL: D,0,1,0,0,0,0,1,0,0,0,0
12,AL,03809,TAYLOR,247,1,9,0,0,0,1,0,8,1,0
01,AL,03810,WEBB,1414,0,0,0,0,0,0,0,0,0,0
12,AL,03800,HOUSTON,26753,8,515,1,2,6,53,164,37,44,3
12,AL,03901,SCOTTSBORO,14846,64,597,0,5,3,56,96,473,28,4
11,AL,03902,BRIDGEPORT,2387,3,1,0,0,0,3,2,6,2,11
12,AL,03903,STEVENSON,213,7,4,0,1,0,6,19,17,4,0
08,AL,03904,HOLLYWOOD,985,4,11,0,1,0,3,5,5,1,0
04,AL,03905,PISGAH,717,0,4,0,0,0,0,0,4,0,0
12,AL,03909,SKYLINE,845,1,17,0,0,0,1,4,1,3,0
12,AL,03900,JACKSON,29629,81,588,3,2,0,58,264,274,5,1
12,AL,00102,BIRMINGHAM,21356,3343,13818,52,181,143,267,372,8673,1425,144
12,AL,00112,HOOVER,647,71,1611,1,11,36,23,193,1362,56,1
09,AL,00101,BESSEMER,26957,361,1865,2,15,96,248,432,1292,141,13
10,AL,00103,MOUNTAIN BROOK,233,1,211,0,4,4,2,4,167,4,0
10,AL,00104,FAIRFIELD,1913,119,79,3,7,49,6,219,521,5,7
12,AL,00105,GARDENDALE,13697,29,562,0,4,7,18,84,466,12,1
12,AL,00106,LEEDS,9849,52,43,2,3,12,35,67,34,23,3
12,AL,00107,MIDFIELD,5265,36,257,0,3,14,19,11,135,21,0
12,AL,00108,TARRANT,6259,38,399,2,2,13,21,12,263,16,0
12,AL,00109,VESTAVIA HILLS,33997,22,456,0,0,6,16,74,361,21,2
12,AL,00110,HOMEWOOD,259,67,134,0,7,42,18,163,86,65,0
12,AL,00113,IRONDALE,12387,58,43,1,1,18,38,95,28,28,0
10,AL,00114,PLEASANT GROVE,1427,12,12,1,0,3,8,21,94,5,0
12,AL,00118,BRIGHTON,2885,46,161,0,2,2,42,5,94,17,4
12,AL,00119,HUEYTOWN,1589,43,593,1,1,11,21,86,477,3,0
12,AL,00120,LIPSCOMB,2162,12,42,0,0,4,8,17,2,5,4
12,AL,00122,ADAMSVILLE,443,3,373,0,5,6,19,43,321,9,2
12,AL,00123,WARRIOR,3199,11,64,0,2,1,8,21,35,8,3
12,AL,00124,UNIV OF AL: BIRMING,0,23,532,0,3,4,16,7,517,8,0
04,AL,00125,TRAFFORD,645,0,3,0,0,0,0,1,2,0,0
12,AL,00126,MORRIS,193,0,33,0,0,0,0,6,23,4,0
03,AL,00127,BROOKSIDE,1339,0,2,0,0,0,0,2,0,0,0
11,AL,00129,KIMBERLY,2788,0,16,0,0,0,0,4,1,2,0
12,AL,00134,JEFFERSON STATE COM,0,0,31,0,0,0,0,1,29,1,0
12,AL,00141,SAMFORD UNIVERSITY,0,1,39,0,0,0,1,1,37,1,0
12,AL,05812,ARGO,61,0,0,0,0,0,0,0,0,0,0
12,AL,05907,HELENA,2224,2,19,0,1,0,1,2,16,1,0
12,AL,06405,SUMITON,16,0,0,0,0,0,0,0,0,0,0
11,AL,00100,JEFFERSON,144947,73,3385,1,63,217,44,1752,1532,11,31
12,AL,04001,SULLIGENT,1882,5,59,0,2,0,3,1,47,2,0
08,AL,04002,VERNON,1946,1,12,0,1,0,0,6,6,0,0
04,AL,04004,MILLPORT,123,0,2,0,0,0,0,1,1,0,0
12,AL,04000,LAMAR,9328,16,29,0,2,0,14,9,18,2,0
12,AL,04101,FLORENCE,4236,22,1476,1,25,44,132,25,1137,89,6
06,AL,04104,ST. FLORIAN,426,1,1,0,0,0,1,0,9,1,0
07,AL,04105,LEXINGTON,729,0,1,0,0,0,0,1,7,2,0
12,AL,04106,ROGERSVILLE,1236,5,32,0,0,0,5,8,21,3,1
12,AL,04107,KILLEN,987,1,37,0,0,0,1,4,31,2,0
10,AL,04108,UNIV OF NORTH ALABA,0,3,36,0,0,1,2,1,25,1,0
11,AL,04100,LAUDERDALE,48977,38,357,0,2,4,32,13,26,48,2
12,AL,04201,MOULTON,3388,8,7,0,4,1,3,26,4,4,0
12,AL,04202,TOWN CREEK,175,5,19,0,0,3,2,7,1,2,0
02,AL,04204,HILLSBORO,531,0,2,0,0,0,0,0,2,0,0
12,AL,04200,LAWRENCE,27219,66,435,1,11,8,46,142,247,46,8
01,AL,04206,LAWRENCE CNTY DRG,0,0,1,0,0,0,0,0,1,0,0
12,AL,04301,AUBURN,59854,126,1654,1,19,19,87,257,1326,71,4
12,AL,04302,OPELIKA,2921,188,1622,1,11,34,142,289,1245,88,5
12,AL,04602,NOTASULGA,79,1,6,0,0,0,1,2,3,1,0
12,AL,05701,PHENIX CITY,4893,32,285,1,4,6,21,76,173,36,1
07,AL,04300,LEE,59637,24,217,0,6,4,14,89,113,15,0
12,AL,04701,HUNTSVILLE,1728,14,83,0,1,4,9,17,59,7,0
12,AL,05201,DECATUR,92,0,5,0,0,0,0,1,4,0,0
12,AL,04401,ATHENS,24521,6,751,0,2,4,0,82,663,6,1
12,AL,04402,ARDMORE,1332,2,22,0,0,0,2,2,19,1,0
12,AL,04702,MADISON,434,13,82,0,1,2,1,13,65,4,0
12,AL,04400,LIMESTONE,58658,82,585,0,11,2,69,188,362,35,0
08,AL,04501,FORT DEPOSIT,1262,7,13,0,0,1,6,2,1,1,0
12,AL,04500,LOWNDES,6651,49,241,2,1,3,34,114,16,21,3
12,AL,04601,TUSKEGEE,8842,91,473,0,7,11,73,175,263,35,6
12,AL,04602,NOTASULGA,786,5,55,0,0,0,5,17,32,6,0
01,AL,04606,SHORTER,436,0,0,0,0,0,0,0,0,0,0
12,AL,04607,TUSKEGEE UNIVERSITY,0,16,173,0,5,3,8,16,15,7,0
12,AL,04600,MACON,92,24,151,0,4,7,13,64,78,9,2
12,AL,04701,HUNTSVILLE,185896,1453,978,15,13,386,949,1895,6462,721,28
12,AL,04702,MADISON,4247,137,861,2,1,18,17,138,684,39,2
12,AL,04703,GURLEY,797,4,33,0,0,0,4,7,24,2,0
12,AL,04704,NEW HOPE,2796,11,53,0,0,0,11,23,26,4,0
12,AL,04705,OWENS CROSSROADS,1777,1,26,0,0,0,1,3,21,2,1
08,AL,04706,TRIANA,515,12,13,0,0,2,1,5,6,2,0
12,AL,04707,UNIV OF AL: HUNTSVI,0,0,75,0,0,0,0,3,45,0,0
11,AL,04708,ALABAMA A&M UNIVERS,0,18,112,0,1,5,12,9,1,3,0
12,AL,04700,MADISON,115639,342,2175,6,55,5,231,637,137,168,13
12,AL,04801,DEMOPOLIS,7161,48,283,0,4,4,4,37,244,2,2
12,AL,04802,LINDEN,221,9,76,0,1,0,8,35,4,1,0
07,AL,04803,THOMASTON,394,1,4,0,0,0,1,2,1,1,0
01,AL,04807,17TH JUD CIRCUIT DR,0,1,1,0,0,1,0,0,1,0,0
12,AL,04800,MARENGO,127,33,178,0,3,3,27,64,12,12,6
12,AL,04901,HAMILTON,6782,17,147,0,5,3,9,38,12,7,0
12,AL,04902,WINFIELD,385,19,143,0,3,3,13,34,11,8,0
11,AL,04903,GUIN,2334,5,42,0,0,0,5,4,35,3,2
10,AL,04904,HACKLEBURG,1488,2,13,0,0,0,2,1,11,1,0
12,AL,04905,BRILLIANT,886,3,26,0,0,0,3,8,15,3,0
12,AL,04907,BEAR CREEK,147,11,25,0,3,0,8,8,17,0,0
12,AL,04900,MARION,13798,3,188,1,5,2,22,66,11,12,0
04,AL,04908,MARION CNTY DRUG,0,2,1,0,1,0,1,0,1,0,0
12,AL,03108,SARDIS CITY,6,0,0,0,0,0,0,0,0,0,0
12,AL,05001,ALBERTVILLE,21655,23,756,1,5,8,9,23,454,72,0
12,AL,05002,GUNTERSVILLE,844,42,56,0,5,13,24,92,445,23,3
12,AL,05003,ARAB,8342,46,566,0,13,3,3,14,381,45,5
12,AL,05004,BOAZ,8641,32,35,0,4,3,25,75,257,18,0
12,AL,05005,GRANT,917,1,75,0,1,3,6,29,4,6,0
12,AL,05006,DOUGLAS,756,8,84,0,1,0,7,33,45,6,0
12,AL,05000,MARSHALL,46493,47,447,0,9,3,35,22,23,24,1
12,AL,00201,MOBILE,25655,1488,1163,31,136,428,893,2847,8225,531,12
12,AL,00202,PRICHARD,22344,315,1327,4,11,91,29,581,66,14,27
12,AL,00203,CHICKASAW,5989,32,323,0,2,8,22,87,29,27,1
12,AL,00204,CITRONELLE,3868,35,158,0,4,6,25,44,17,7,0
12,AL,00205,SARALAND,13735,41,53,0,5,5,31,57,434,39,1
10,AL,00206,BAYOU LA BATRE,2626,22,147,0,6,0,16,33,96,18,2
12,AL,00207,SATSUMA,6156,7,66,0,2,1,4,15,44,7,0
11,AL,00208,MOUNT VERNON,1552,16,59,1,0,3,12,24,33,2,0
12,AL,00212,CREOLA,1922,9,45,0,0,0,9,7,28,1,0
04,AL,00213,MOBILE REGIONAL AIR,0,0,3,0,0,0,0,0,2,1,0
12,AL,00214,UNIV OF SOUTH ALABA,0,7,159,0,3,1,3,18,137,4,0
12,AL,00215,DAUPHIN ISLAND,1239,4,55,0,0,1,3,3,51,1,0
05,AL,00217,BISHOP STATE COMMUN,0,0,4,0,0,0,0,0,4,0,0
12,AL,00200,MOBILE,14436,139,279,3,26,15,95,67,121,28,1
12,AL,05101,MONROEVILLE,6242,67,416,1,1,6,59,54,333,29,2
12,AL,05102,FRISCO CITY,1246,6,31,0,1,1,4,4,25,2,0
12,AL,05100,MONROE,13596,34,136,0,0,1,33,4,85,11,2
12,AL,00301,MONTGOMERY,2194,146,925,35,35,45,526,2548,5817,66,6
12,AL,00300,MONTGOMERY,25826,2,22,0,5,7,8,94,14,22,2
03,AL,00304,AL ALC BEV CONTRO,0,0,3,0,0,0,0,0,3,0,0
12,AL,05201,DECATUR,55744,112,2446,0,7,25,8,433,1879,134,9
12,AL,05202,HARTSELLE,14519,18,331,0,5,2,11,33,284,14,0
10,AL,05204,FALKVILLE,1275,1,29,0,0,0,1,9,16,4,0
12,AL,05207,TRINITY,2147,5,41,0,1,0,4,11,28,2,0
12,AL,05209,PRICEVILLE,321,6,32,1,3,1,1,9,19,4,0
02,AL,05211,CALHOUN COMMUNITY C,0,0,2,0,0,0,0,0,2,0,0
07,AL,05200,MORGAN,42494,15,148,0,3,0,12,7,62,16,0
02,AL,05301,MARION,3516,1,0,0,0,0,1,0,0,0,0
09,AL,05302,UNIONTOWN,2492,3,17,0,0,0,3,6,7,4,0
12,AL,05401,ALICEVILLE,243,1,43,0,0,0,1,9,32,2,0
09,AL,05402,GORDO,176,0,13,0,0,0,0,8,2,3,0
12,AL,05403,REFORM,165,2,27,0,1,0,1,5,19,3,0
11,AL,05404,CARROLLTON,993,1,14,0,0,0,1,4,1,0,0
01,AL,05407,24TH JUD CIR DRUG &,0,0,0,0,0,0,0,0,0,0,0
12,AL,05501,TROY,1997,126,942,0,11,22,93,217,679,46,5
03,AL,05502,BRUNDIDGE,226,1,9,0,0,0,1,4,5,0,0
12,AL,05503,TROY UNIVERSITY,0,6,12,0,0,0,6,23,91,6,0
12,AL,05500,PIKE,12332,15,155,0,1,1,13,38,15,12,3
12,AL,05601,ROANOKE,629,11,13,0,0,1,1,31,91,8,0
06,AL,05602,WADLEY,743,1,4,0,0,1,0,1,3,0,0
12,AL,05603,WEDOWEE,88,4,37,0,0,0,4,12,19,6,0
12,AL,05600,RANDOLPH,1519,2,169,0,0,0,2,81,87,1,0
12,AL,05701,PHENIX CITY,3378,217,1965,3,25,44,145,524,1191,25,1
12,AL,05700,RUSSELL,26936,43,453,4,1,4,25,159,255,39,0
12,AL,00106,LEEDS,1975,9,87,0,0,2,7,14,68,5,0
12,AL,05801,PELL CITY,1353,19,286,0,2,5,12,48,226,12,13
12,AL,05802,ASHVILLE,2262,13,68,0,3,0,1,26,37,5,0
12,AL,05803,RAGLAND,1691,1,17,0,0,0,1,7,9,1,1
12,AL,05804,SPRINGVILLE,423,9,128,0,1,1,7,1,113,5,0
12,AL,05805,ODENVILLE,3687,17,47,0,2,2,13,13,3,4,0
12,AL,05806,MOODY,12549,15,221,0,0,4,11,39,167,15,0
12,AL,05807,RIVERSIDE,231,5,77,0,1,0,4,29,45,3,1
12,AL,05808,MARGARET,4519,4,17,0,0,0,4,4,12,1,0
12,AL,05809,STEELE,181,1,6,0,0,1,0,1,4,1,0
12,AL,05812,ARGO,4139,4,38,0,2,0,2,13,2,5,0
12,AL,05800,ST. CLAIR,3459,29,268,0,4,1,24,185,83,0,0
12,AL,00102,BIRMINGHAM,1759,26,111,0,1,8,17,3,7,11,1
12,AL,00112,HOOVER,24373,27,648,0,4,14,9,77,548,23,0
12,AL,00106,LEEDS,11,0,5,0,0,0,0,1,4,0,0
12,AL,00109,VESTAVIA HILLS,12,0,0,0,0,0,0,0,0,0,0
04,AL,05902,COLUMBIANA,422,5,33,0,0,1,4,9,24,0,0
12,AL,05903,MONTEVALLO,6641,25,154,0,2,7,16,4,16,8,0
12,AL,05904,ALABASTER,31568,58,612,1,9,11,37,68,526,18,0
12,AL,05906,PELHAM,2251,2,413,0,5,6,9,35,358,2,0
12,AL,05907,HELENA,15476,15,126,1,3,1,1,1,11,6,0
11,AL,05911,UNIVERSITY OF MONTE,0,2,26,0,0,0,2,0,25,1,0
12,AL,06001,YORK,2422,1,6,0,0,2,8,3,26,4,0
12,AL,06002,LIVINGSTON,3519,22,81,0,1,5,16,33,41,7,0
03,AL,06003,CUBA,329,2,1,0,0,1,1,0,1,0,0
09,AL,06005,UNIVERSITY OF WEST,0,0,2,0,0,0,0,4,16,0,0
10,AL,06000,SUMTER,6819,15,38,2,1,0,12,13,19,6,3
12,AL,01105,OXFORD,4149,14,23,0,0,2,12,26,172,5,0
